Code,Category,Year,Emissions
GUY,1A3e,1970,
GUY,1A4,1970,0.5442727548000001
GUY,1B1,1970,0.0177504
GUY,1B2,1970,0.3639859203
GUY,4A,1970,12.60053
GUY,4B,1970,0.5840807699999999
GUY,4C,1970,50.76397
GUY,4F,1970,1.244838312
GUY,6A,1970,0.500366
GUY,6B,1970,4.46291192
GUY,6C,1970,0.02576362
PER,1A1a,1970,0.11135133900000001
PER,1A1bc,1970,0.036378235
PER,1A2,1970,0.5828670000000001
PER,1A3a,1970,0.0007170000000000001
PER,1A3b,1970,1.429450028
PER,1A3d,1970,0.031234
PER,1A3e,1970,
PER,1A4,1970,35.41994340000001
PER,1B1,1970,21.02932
PER,1B2,1970,315.06488479999996
PER,1B2x,1970,
PER,2B,1970,0.0003
PER,2C,1970,0.00114927
PER,4A,1970,310.4213
PER,4B,1970,9.6086628
PER,4C,1970,68.77756000000001
PER,4F,1970,3.682237444
PER,6A,1970,29.6763
PER,6B,1970,71.82414243000001
PER,6C,1970,0.67714
PRY,1A1a,1970,0.048590999999999995
PRY,1A1bc,1970,0.000867
PRY,1A2,1970,0.38844599999999996
PRY,1A3b,1970,0.07397876399999999
PRY,1A3c,1970,0.01668
PRY,1A3d,1970,0.0021
PRY,1A3e,1970,
PRY,1A4,1970,9.59287
PRY,1B1,1970,6.5194
PRY,1B2,1970,0.04726374
PRY,1B2x,1970,
PRY,4A,1970,251.09827400000003
PRY,4B,1970,5.6857695
PRY,4C,1970,4.772908
PRY,4F,1970,0.7610418650000002
PRY,6A,1970,2.42494
PRY,6B,1970,14.415169610000001
PRY,6C,1970,0.400116
SUR,1A1a,1970,0.056871450000000004
SUR,1A1bc,1970,
SUR,1A2,1970,0.044708222299999996
SUR,1A3a,1970,
SUR,1A3b,1970,0.0105196629
SUR,1A3d,1970,
SUR,1A3e,1970,
SUR,1A4,1970,0.29032980110000006
SUR,1B1,1970,0.111614
SUR,1B2,1970,0.5273710876
SUR,4A,1970,2.102316
SUR,4B,1970,0.144825074
SUR,4C,1970,21.12519
SUR,4F,1970,0.169698135
SUR,6A,1970,0.488756
SUR,6B,1970,2.2400991869999998
SUR,6C,1970,0.0033229549
URY,1A1a,1970,0.018598012
URY,1A1bc,1970,0.00253386
URY,1A2,1970,0.123264
URY,1A3a,1970,0.0005059988
URY,1A3b,1970,0.295171045
URY,1A3e,1970,0.007476
URY,1A4,1970,4.2738152000000005
URY,1B1,1970,0.1147
URY,1B2,1970,0.46616474
URY,2C,1970,0.000689559
URY,4A,1970,628.775409
URY,4B,1970,12.78168618
URY,4C,1970,19.134410000000003
